hi	hai
tom doesn t even own a suit	bahkan sebuah jas saja tom tidak punya
tom doesn t have a computer	tom tidak punya komputer
tom doesn t like spicy food	tom tidak suka makanan pedas
tom dug a grave for his dog	tom menggali kuburan untuk anjingnya
tom failed to persuade mary	tom gagal membujuk mary
tom finally gave up smoking	akhirnya tom berhenti merokok
tom got home after midnight	tom sampai di rumah lewat tengah malam
tom has a very thick accent	tom memiliki aksen yang sangat kental
tom has everything he needs	tom memiliki semua yang ia butuhkan
tom has high blood pressure	tom punya darah tinggi
tom is a university student	tom adalah mahasiswa
tom is at his uncle s place	tom ada di rumah pamannya
tom is drinking apple juice	tom lagi minum jus apel
tom is going to arrive soon	tom akan segera sampai
tom is liked by his friends	tom disukai teman temannya
tom is lying in bed asleep	tom terbaring di tempat tidur terlelap
tom is my son s best friend	tom adalah sahabat anakku
tom is obsessed with trains	tom terobsesi dengan kereta api
tom is peeling the potatoes	tom sedang mengupasi kentang kentangnya
tom is playing with his son	tom bermain dengan anak laki lakinya
tom is relocating to boston	tom pindah ke boston
tom is resting under a tree	tom sedang beristirahat di bawah pohon
tom is too drunk to do that	tom terlalu mabuk untuk melakukan itu
tom is waiting for mary now	tom sedang menunggu mary sekarang
tom is with his parents now	tom sekarang bersama orang tuanya
tom isn t going to hurt you	tom tidak akan menyakitimu
tom isn t used to city life	tom tidak terbiasa dengan kehidupan kota
tom knows a lot about music	tom tahu banyak tentang musik
tom knows that he can t win	tom tahu kalau dia tidak bisa menang
tom knows there s a problem	tom tahu ada masalah
tom left school an hour ago	tom meninggalkan sekolah sejam yang lalu
tom left without telling me	tom pergi tanpa memberitahuku
tom let go of mary s wrists	tom melepaskan pergelangan tangan mary
tom lives in boston as well	tom juga tinggal di boston
tom looks a little confused	tom terlihat sedikit kebingungan
tom looks tired doesn t he	bukankah tom terlihat lelah
tom may not know the answer	tom mungkin tidak tahu jawabannya
tom met mary at the airport	tom bertemu dengan mary di bandara
tom misses his family a lot	tom sangat merindukan keluarganya
tom never even said goodbye	tom tidak pernah mengatakan selamat tinggal
tom picked a lot of flowers	tom memetik banyak bunga
tom proofread my manuscript	tom memeriksa tulisan saya
tom ran back into the woods	tom berlari kembali ke hutan
tom ran out into the street	tom berlari keluar ke jalan
tom really likes mary a lot	tom sangat menyukai mary
tom said he had a birthmark	tom bilang dia punya tanda lahir
tom said he wasn t canadian	tom bilang dia bukan orang kanada
tom said that for the laugh	tom mengatakannya sebagai hiburan
tom said that he s innocent	tom berkata dia tidak bersalah
tom said that he s innocent	tom bilang dia tidak bersalah
tom saw mary at the airport	tom melihat mary di bandara
tom says everyone does that	tom mengatakan semua orang melakukannya
tom seemed to be very tired	tom kellihatannya sangat kelelahan
tom seems a little confused	tom sepertinya agak kebingungan
tom seems to be sympathetic	tom terlihat bersimpati
tom shouldn t even be there	tom bahkan tidak semestinya berada di sana
tom solved all the problems	tom telah menyelesaikan semua masalahnya
tom thanked me for the gift	tom berterima kasih atas hadiah yang aku berikan padanya
tom tried to commit suicide	tom mencoba untuk bunuh diri
tom wants to climb mt fuji	tom ingin mendaki gunung fuji
tom was completely worn out	tom benar benar kelelahan
tom was friends with my son	tom dulu berteman dengan anak saya
tom was raised by his uncle	tom dibesarkan oleh pamannya
tom was sleeping in his car	tom sedang tidur di dalam mobilnya
tom will be our interpreter	tom akan menjadi interpreter kita
tom will be there won t he	tom akan ada di sana kan
tom will explain everything	tom akan menjelaskan semuanya
tom wished he had more time	tom berharap dia memiliki waktu yang lebih panjang
tom s mother is a housewife	ibu tom seorang ibu rumah tangga
tom s paintings were burned	lukisan tom dibakar
tom s paintings were burned	lukisan lukisan tom dibakar
tomorrow is when i get paid	besok adalah hari di mana aku akan mendapatkan gaji
try this on it s your size	cobalah yang ini ini ukuranmu
wait until tomorrow morning	tunggulah hingga besok pagi
wait until tomorrow morning	tunggu sampai besok pagi
wake me up at eight o clock	bangunkan saya pada pukul delapan
wake me up at eight o clock	bangunkan aku jam delapan tepat
we aren t like tom and mary	kami tidak seperti tom dan mary
we ate a very delicious pie	kami memakan pai yang sangat enak
we bought a washing machine	kita membeli mesin cuci
we can t sell that bracelet	kita tidak bisa menjual gelang itu
we could just leave it here	kita bisa meninggalkannya di sini
we don t know our neighbors	kami tidak mengenal tetangga tetangga kami
we got lost on our way here	kita tersesat dalam perjalanan ke sini
we have two television sets	kami memiliki dua buah televisi
we leave tomorrow afternoon	kami berangkat besok siang
we thought you were singing	kami pikir kamu lagi nyanyi
we were next door neighbors	kami dulu saling bertetangga
we d like to speak with you	kami ingin berbicara dengan anda
we ll do what tom suggested	kita akan melakukan yang tom sarankan
we ll do what tom suggested	kami akan melakukan yang tom sarankan
we ll never know the reason	kita tidak akan pernah tahu alasannya
we ll see who answers first	kita lihat siapa yang akan menjawabnya terlebih dahulu
we re going to watch a play	kami akan pergi melihat sebuah pementasan drama
we re not going to die here	kita tidak akan mati di sini
we re not like tom and mary	kami tidak seperti tom dan mary
we re trying to protect you	kami berusaha melindungimu
we ve made a final decision	kami telah membuat keputusan terakhir
well should we get started	baiklah mau mulai sekarang
what are they going to find	apa yang akan mereka temukan
what are you all looking at	kamu sedang melihat apa
what are you going to drink	kamu mau minum apa
what are you going to drink	kau mau minum apa
what are you going to drink	mau minum apa
what are you going to drink	apa yang ingin kau minum
what are you thinking about	apa yang sedang kamu pikirkan
what color is tom s sweater	apa warna sweter tom
what do you do for a living	apa pekerjaanmu
what do you think of reggae	apa pendapat anda tentang reggae
what do you think of reggae	apa pendapatmu tentang reggae
what do you want to do next	apa yang ingin kamu lakukan selanjutnya
what impressed tom the most	hal apa yang paling berkesan bagi tom
what is the matter with you	ada apa denganmu
what languages do you speak	kamu bisa bicara bahasa apa saja
what size shoes do you wear	berapa ukuran sepatu yang kamu kenakan
what sport do you like best	olahraga apa yang paling anda sukai
what time does school begin	jam berapa kegiatan sekolah akan dimulai
what time should i check in	pada pukul berapa saya harus lapor masuk
what will the neighbors say	apa kata tetangga
what would i do without you	apa yang akan kulakukan tanpamu
what s done can t be undone	nasi sudah menjadi bubur
what s in your refrigerator	apa yang ada di dalam kulkasmu
what s your daughter s name	siapa nama anak perempuanmu
what s your favorite number	apa angka favoritmu
when i woke up he was gone	ketika aku bangun dia sudah pergi
when did you try doing that	kapan kamu mencoba melakukan hal tersebut
when is a good time for you	kamu bisanya kapan
when will you be doing that	kapan kamu akan melakukan itu
where are we eating tonight	kami makan di mana malam ini
where are you going to hide	ke mana kamu akan bersembunyi
where did you buy that book	di mana kamu membeli buku itu
where do you think he lives	menurutmu dia tinggal di mana
where will you eat tomorrow	besok kamu akan makan di mana
which house did you live in	rumah mana yang kamu tinggali
which house did you live in	kau tinggal di rumah yang mana
which is your favorite team	tim mana yang kamu favoritkan
which one is more expensive	yang mana yang lebih mahal
which team are you a fan of	tim mana yang kamu gemari
who is your favorite author	pengarang favoritmu siapa
who will you be coming with	dengan siapa kamu akan datang
who s your favorite teacher	siapa guru yang paling kamu suka
why are you in such a hurry	mengapa kamu terburu buru seperti itu
why are you in such a hurry	kenapa kamu begitu tergesa gesa
why are you in your pajamas	kenapa kamu mengenakan piyama
why did she come home early	kenapa dia pulang lebih awal
why did you buy the flowers	kenapa kamu beli bunga bunga itu
why do horses wear blinders	kenapa kuda memakai pelindung mata
why do you hate tom so much	kenapa kamu begitu benci sama tom
why not have dinner with us	kenapa tidak makan malam bersama kami
wooden chairs are expensive	kursi kayu sangat mahal
would you like to go abroad	apa kamu ingin pergi ke luar negeri
you can go home if you like	kalau kamu mau kamu bisa pulang lebih awal
you can t handle this alone	kamu tidak bisa menangani ini sendirian
you do want that don t you	kamu menginginkannya bukan
you have a beautiful sister	saudarimu cantik
you have to clean your room	kamu harus membersihkan kamarmu
you have to read everything	anda harus membaca semuanya
you have to read everything	kamu harus membaca segalanya
you have to read everything	kalian harus membaca apa pun
you have very acute hearing	kamu memiliki pendengaran yang tajam
you look as healthy as ever	kau terlihat sehat seperti biasanya
you may leave your bag here	kau bisa meninggalkan tasmu di sini
you need to be more careful	kau perlu lebih berhati hati lagi
you need to be more careful	kau perlu lebih cermat lagi
you probably don t remember	kamu mungkin tidak mengingatnya
you should ask tom directly	kamu perlu bertanya langsung ke tom
you should just talk to tom	kamu seharusnya langsung berbicara dengan tom
you shouldn t be alone tom	anda seharusnya tidak sendirian tom
you won t be late will you	kau tidak akan terlambat bukan
you d better leave us alone	tinggalkan kami sendiri
you ll come back won t you	kamu akan kembali kan
you re really a hard worker	kau benar benar seorang pekerja keras
you re thirty minutes early	kamu lebih cepat tiga puluh menit
you ve got to be kidding me	kau pasti bercanda
your hand is as cold as ice	tanganmu sedingin es
your opinion is interesting	pendapat anda menarik
your wife is in your office	istri anda ada di kantor anda
a banker s life is difficult	kehidupan seorang bankir itu sulit
all the members were present	semua anggota hadir
all who knew him admired him	semua orang yang mengenalnya mengaguminya
allow me to introduce myself	izinkan saya memperkenalkan diri
apples are sold by the dozen	apel apel dijual per lusin
apples are sold by the dozen	apel dijual per lusin
are there any letters for me	apakah ada surat untukku
are they japanese or chinese	mereka itu orang jepang atau orang cina
are you angry at what i said	apakah kamu marah pada apa yang aku katakan
are you guys sure about this	apa kalian yakin dengan hal ini
are you meeting someone here	apakah kau akan menemui seseorang di sini
